,ProductId,country,description,designation,Score,Price,province,region_1,region_2,taster_ProductName,taster_twitter_handle,Title,Vintage,Variety,Winery,Year
86,39292,Italy,"L'Apparita is a divine and delicate expression of Merlot with rich layers of black cherry, blackberry, spice, mocha, cedar, exotic spice and polished stone that are seamlessly woven together. The wine hits the palate with the softness and richness of the world's best Merlots and leaves a fading impression of fruit and spice that can be counted in many long, delicious minutes. Hold until 2018.",L'Apparita,96,169.0,Tuscany,Toscana,,,,Castello di Ama 2006 L'Apparita Merlot (Toscana),2006,Merlot,Castello di Ama,2006
87,39293,Italy,"This beautiful vintage of Paleo (an oak-aged expression of Cabernet Franc) shows dark, inky intensity and loads of mature black fruit, spice, plum, prune and blackberry. It is extremely smooth and rich with a long-lasting fade that consists of fruit and clove-like flavors. Yet, the tannins are still firm, so put this wine aside in your cellar for at least five years.",Paleo,96,125.0,Tuscany,Toscana,,,,Le Macchiole 2006 Paleo Cabernet Franc (Toscana),2006,Cabernet Franc,Le Macchiole,2006
88,39294,Italy,"No doubt you will very much enjoy this super Tuscan blend of Merlot, Cabernet Sauvignon and Sangiovese. The wine is rich, smooth and opulent: The quality of the fruit is also excellent with background shadings of black mineral, mature cherry, clove, rum cake, smoked ham and cola.",Oreno,96,100.0,Tuscany,Toscana,,,,Tenuta Sette Ponti 2007 Oreno Red (Toscana),2007,Red Blend,Tenuta Sette Ponti,2007
89,39298,Italy,"Siepi is a gorgeous super Tuscan blend of Sangiovese and Merlot that exhibits richness, intensity and purity. This is a luscious and opulent expression with deep aromas of cherry, blackberry, chocolate, espresso bean and spice. The finish is super long and delicious.",Castello di Fonterutoli Siepi,95,120.0,Tuscany,Toscana,,,,Mazzei 2007 Castello di Fonterutoli Siepi Red (Toscana),2007,Red Blend,Mazzei,2007
90,39300,Italy,In terms of overall quality this is the best yet from this sea-facing estate in coastal Tuscany. The blend sees Cabernet Sauvignon enhanced by Merlot and Cabernet Franc and the overall effect is one of impressive intensity and sophistication. The finish is velvety rich and smooth.,Argentiera,95,60.0,Tuscany,Bolgheri Superiore,,,,Tenuta Argentiera 2007 Argentiera  (Bolgheri Superiore),2007,Red Blend,Tenuta Argentiera,2007
91,39301,Italy,"Fruit was picked later than normal and the Masseto Merlot does indeed show mature aromas of black cherry, ripe blackberry, earthy iron and polished stone. The intensity and purity are amazing and the wine is sophisticated, soft and very rich on the finish. It is already showing beautiful evolution in the glass.",Masseto,95,460.0,Tuscany,Toscana,,,,Tenuta dell'Ornellaia 2005 Masseto Merlot (Toscana),2005,Merlot,Tenuta dell'Ornellaia,2005
92,39305,Italy,"This opens with a lovely fragrance of perfumed berries, violets, incense and sweet cake spices. Cinnamon, clove and white pepper accent the succulent red cherry and wild raspberry palate. It's fresh and elegant, with a smooth texture and supple tannins. Drink 2016–2029.",Ovello Riserva,95,65.0,Piedmont,Barbaresco,,Kerin O’Keefe,@kerinokeefe,Produttori del Barbaresco 2009 Ovello Riserva  (Barbaresco),2009,Nebbiolo,Produttori del Barbaresco,2009
93,40309,Italy,"This stunning Chianti Classico has an intense perfume of violet, rose and iris, accented with scents of truffle and forest berry. The wildly delicious palate presents a core of juicy cherry layered with sweet pipe tobacco, mint and spice, with a hint of well-integrated oak. It has great energy, with vibrant acidity and bracing but refined tannins. Drink 2016–2025.",,96,27.0,Tuscany,Chianti Classico,,Kerin O’Keefe,@kerinokeefe,Isole e Olena 2010  Chianti Classico,2010,Red Blend,Isole e Olena,2010
94,43643,Italy,"Aromas of graphite, black currant, plum, cedar, blue flowers and tobacco emerge from this full-bodied red. Made with Cabernet Franc and a drop of Petit Verdot, the structured palate offers blackberries, licorice, clove and a toasted note alongside velvety tannins. It shows great finesse, especially for the torrid 2011 vintage. Drink 2016–2026.",Lodovico,95,419.0,Tuscany,Toscana,,Kerin O’Keefe,@kerinokeefe,Tenuta di Biserno 2011 Lodovico Red (Toscana),2011,Red Blend,Tenuta di Biserno,2011
95,43645,Italy,"Here's a structured red with lots of finesse. It opens with alluring aromas of fragrant blue flowers, red berries, baking spices and exotic herbs while the firm, vibrant palate delivers black cherry, crushed raspberry, clove, orange zest, licorice and a sprinkling of white pepper. It's still young but well balanced, with tightly woven but polished tannins and fresh acidity. Drink 2017–2024.",Tignanello,95,105.0,Tuscany,Toscana,,Kerin O’Keefe,@kerinokeefe,Marchesi Antinori 2012 Tignanello Red (Toscana),2012,Red Blend,Marchesi Antinori,2012
96,43648,Italy,"Blue flowers, wild berries, leather, dried herb and tilled soil are just some of the aromas you'll find on this stunning wine, along with a balsamic note. Made entirely with Sangiovese, the smooth, structured palate delivers layers of black cherries, crushed raspberries, white pepper, clove, dried mint and sage inside a framework of velvety tannins. A tobacco note tops off the lingering finish. Enjoy through 2020.",Cavaliere,95,75.0,Tuscany,Toscana,,Kerin O’Keefe,@kerinokeefe,Michele Satta 2008 Cavaliere Sangiovese (Toscana),2008,Sangiovese,Michele Satta,2008
97,44576,Italy,"Heady scents of forest floor, ripe berry, fragrant blue flower, grilled herb and a whiff of eucalyptus emerge on this superb wine. The elegantly structured palate offers juicy wild cherry, black raspberry, star anise, mint and baking spice while well-integrated tannins provide the framework. Balanced and already approachable, it also shows good mid-term aging potential. Drink through 2026.",,95,74.0,Tuscany,Brunello di Montalcino,,Kerin O’Keefe,@kerinokeefe,Conti Costanti 2011  Brunello di Montalcino,2011,Sangiovese,Conti Costanti,2011
98,44578,Italy,"Poised and structured, this gorgeous wine opens with intense, enticing scents of perfumed berry, rose, violet, leather and a balsamic note. The delicious palate doles out juicy wild cherry, black raspberry cinnamon, white pepper, nutmeg and star anise alongside firm, velvety tannins and fresh acidity. Drink 2018–2028.",,95,59.0,Tuscany,Brunello di Montalcino,,Kerin O’Keefe,@kerinokeefe,Le Chiuse 2011  Brunello di Montalcino,2011,Sangiovese,Le Chiuse,2011
99,44580,Italy,"Scented with iris, violet, rose, perfumed berry and a balsamic note, this shows remarkable balance and finesse for such a scalding vintage. The juicy palate delivers crushed black cherry, black raspberry, chopped mint and anise wrapped in polished tannins. It's already delicious but will be even better in another year or two. Drink 2017–2023.",,95,290.0,Tuscany,Brunello di Montalcino,,Kerin O’Keefe,@kerinokeefe,Poggio di Sotto 2011  Brunello di Montalcino,2011,Sangiovese,Poggio di Sotto,2011
100,44584,Italy,"There's a lot to like on this bold, fragrant wine, starting with aromas of leather, scorched earth, grilled herb and ripe black-skinned fruit. The hearty palate offers mouthfuls of juicy black cherry, raspberry jam, licorice, vanilla and cinnamon framed in robust, velvety tannins. The fruit richness seamlessly offsets the hefty abv. Drink 2018–2025.",Riserva,95,130.0,Tuscany,Brunello di Montalcino,,Kerin O’Keefe,@kerinokeefe,Uccelliera 2010 Riserva  (Brunello di Montalcino),2010,Sangiovese,Uccelliera,2010
101,44585,Italy,"This is perfumed with classic scents of wild cherry, leather, crushed violet, baking spice and a balsamic note. The bold palate delivers juicy black cherry, black raspberry, anise, white pepper and cinnamon alongside firm tannins. Despite the hefty body, it also shows an almost weightless elegance while the fruit richness seamlessly supports the warmth of alcohol on the close.",Madonna delle Grazie,95,150.0,Tuscany,Brunello di Montalcino,,Kerin O’Keefe,@kerinokeefe,Il Marroneto 2011 Madonna delle Grazie  (Brunello di Montalcino),2011,Sangiovese,Il Marroneto,2011
102,44587,Italy,"Enticing scents of ripe dark-skinned berry, leafy underbrush, chopped herb, dark spice and a toasted note come together on this structured, poised wine. The delicious, full-bodied palate offers layers of juicy black cherry, crushed raspberry, licorice, mint and a blast of orange peel while firm, velvety tannins provide the polished framework. A coffee note closes the lingering finish. Drink 2019–2028.",Riserva,95,170.0,Tuscany,Brunello di Montalcino,,Kerin O’Keefe,@kerinokeefe,Il Palazzone 2010 Riserva  (Brunello di Montalcino),2010,Sangiovese,Il Palazzone,2010
103,44592,Italy,"Scents of wild berry, fragrant blue flower, tilled soil, new leather and a whiff of Mediterranean herb lead the nose on this fantastic wine. Rich layers of juicy black cherry, fleshy raspberry, cinnamon, licorice and mint weave throughout the palate while firm but refined tannins provide structure. Drink 2019–2029.",,95,50.0,Tuscany,Brunello di Montalcino,,Kerin O’Keefe,@kerinokeefe,Capanna 2011  Brunello di Montalcino,2011,Sangiovese,Capanna,2011
104,44594,Italy,"Classic Sangiovese aromas of tilled soil, wild berry, new leather and chopped Mediterranean herb lead the nose along with a whiff of blue flower. The delicious, chewy palate doles out juicy Marasca cherry, black raspberry, baking spice and star anise framed in youthfully assertive but ripe tannins. Drink 2019–2029.",,95,56.0,Tuscany,Brunello di Montalcino,,Kerin O’Keefe,@kerinokeefe,Gianni Brunelli 2011  Brunello di Montalcino,2011,Sangiovese,Gianni Brunelli,2011
105,44596,Italy,"Intense, lovely aromatics of wild berry, fragrant blue flower, crushed herb and a whiff of tilled soil lead the way. On the powerful palate, youthfully assertive but refined tannins frame layers of crushed black cherry, blackberry, mint and ground pepper while a licorice note closes the lingering finish. Boasting structure and finesse, it shows surprising aging potential for the vintage. Drink 2020–2031.",,95,80.0,Tuscany,Brunello di Montalcino,,Kerin O’Keefe,@kerinokeefe,Lisini 2011  Brunello di Montalcino,2011,Sangiovese,Lisini,2011
106,44597,Italy,"Here's a soulful red with earthy aromas wet soil, underbrush, ripe, violet, berry, leather and a funky whiff of game. The palate presents juicy wild cherry, crushed black raspberry, white pepper, cinnamon and grilled herb alongside firm, refined tannins and bright acidity. A tobacco note closes the finish. It's already accessible but also shows staying power. Drink 2018–20230.",Pertimali Riserva,95,110.0,Tuscany,Brunello di Montalcino,,Kerin O’Keefe,@kerinokeefe,Livio Sassetti 2010 Pertimali Riserva  (Brunello di Montalcino),2010,Sangiovese,Livio Sassetti,2010
107,44598,Italy,"Ripe berry, sunbaked earth, cured meat and grilled herb are some of the aromas that meld together in the glass. The juicy, delicious palate offers layers of juicy Morelllo cherry, crushed raspberry, cinnamon, licorice and tobacco. Hearty, velvety tannins provide the framework and lend a smooth texture. Drink 2018–2030.",Riserva,95,85.0,Tuscany,Brunello di Montalcino,,Kerin O’Keefe,@kerinokeefe,Mocali 2010 Riserva  (Brunello di Montalcino),2010,Sangiovese,Mocali,2010
108,44994,Italy,"This stunning wine is all about extreme elegance and subtlety. It opens with aromas of wild red berry, rose petal, sweet baking spice and a whiff aromatic herb while the focused palate delivers red cherry, crushed raspberry, licorice, pipe tobacco and white pepper. A firm backbone of polished tannins and vibrant acidity gives it an age-worthy structure. It's loaded with finesse and should develop even more complexity over time. Drink 2018–2033.",Cà d'Morissio Riserva,99,595.0,Piedmont,Barolo,,Kerin O’Keefe,@kerinokeefe,Mascarello Giuseppe e Figlio 2008 Cà d'Morissio Riserva  (Barolo),2008,Nebbiolo,Mascarello Giuseppe e Figlio,2008
109,44999,Italy,"A hallmark bottling from one of Serralunga's prime vineyard sites, this gorgeous Barolo has structure, breeding and class. It opens with classic aromas of perfumed berry, leather, forest floor, tobacco and a balsamic note while the impeccable palate delivers wild cherry, crushed raspberry, strawberry, chopped herb, white pepper and licorice. It's still tight and tannic so give it time to fully develop to is full, amazing potential. Drink 2023–2033.",Vigna Rionda,96,131.0,Piedmont,Barolo,,Kerin O’Keefe,@kerinokeefe,Luigi Oddero & Figli 2008 Vigna Rionda  (Barolo),2008,Nebbiolo,Luigi Oddero & Figli,2008
110,45002,Italy,"Succulent wild cherry, black raspberry, rose, violet, licorice, chopped mint, ground pepper and tobacco are just some of the aromas and flavors you'll find on this delicious, structured Barolo. A backbone of firm, velvety tannins and bright acidity support the juicy flavors. Drink 2018–2030.",Briccolina,96,149.0,Piedmont,Barolo,,Kerin O’Keefe,@kerinokeefe,Rivetto 2010 Briccolina  (Barolo),2010,Nebbiolo,Rivetto,2010
111,45004,Italy,"Scorched earth, ripe berry, underbrush, ground pepper, leather and a balsamic note are just some of the aromas you'll find on this superb Barolo. The young, tight palate delivers rich black cherry, baking spice, licorice and tobacco while firm, velvety tannins provide the framework. A mineral vein energizes the finish. It already shows a great depth of flavors but it's still young and assertive. Hold to let this unwind and develop complexity. Drink 2021–2031.",Bussia Bricco Visette,96,79.0,Piedmont,Barolo,,Kerin O’Keefe,@kerinokeefe,Attilio Ghisolfi 2011 Bussia Bricco Visette  (Barolo),2011,Nebbiolo,Attilio Ghisolfi,2011
112,45006,Italy,"Initially shy and brooding, it eventually reveals a potpourri of aromas, including forest floor, graphite, wild berry, mint, rose and a balsamic note. The palate delivers layers of ripe red cherry, black raspberry, tobacco, ground pepper, menthol and cinnamon alongside youthfully assertive but ripe tannins. Drink 2019–2031.",Cannubi Boschis,96,165.0,Piedmont,Barolo,,Kerin O’Keefe,@kerinokeefe,Sandrone 2011 Cannubi Boschis  (Barolo),2011,Nebbiolo,Sandrone,2011
113,45573,Italy,"Elegant and complex, this gorgeous wine is all about finesse, offering enticing aromas of rose petal, iris, perfumed berry, baking spices, anise and chopped aromatic herbs. The structured but silky palate seamlessly melds together juicy Morello cherry, crushed raspberry, cinnamon, clove, licorice and tobacco while bright acidity and ultrafine tannins provide the framework. It's already tempting and impeccably balanced but will be even better in a few years. Drink 2018–2030.",Monprivato,99,175.0,Piedmont,Barolo,,Kerin O’Keefe,@kerinokeefe,Mascarello Giuseppe e Figlio 2010 Monprivato  (Barolo),2010,Nebbiolo,Mascarello Giuseppe e Figlio,2010
114,45582,Italy,"Fresh scents of just-picked rose, bright red berry, baking spice, leather and an earthy hint of game unfold on this stunning wine. The full-bodied palate offers juicy mature cherry, crushed raspberry, licorice, carob, chopped wild mint and clove alongside firm, velvety tannins and bright acidity. Gorgeous!",Lazzairasco,95,46.0,Piedmont,Barolo,,Kerin O’Keefe,@kerinokeefe,Guido Porro 2011 Lazzairasco  (Barolo),2011,Nebbiolo,Guido Porro,2011
115,45586,Italy,"This gorgeous wine, made entirely with Sangiovese, delivers a multifaceted bouquet of blue flowers, ripe plum, black cherry, leather, menthol and clove. The powerful but refined palate doles out layers of juicy black cherry, baking spices, mint, orange zest, anise and tobacco alongside smooth, velvety tannins and surprising freshness for the vintage.",Riserva,95,75.0,Tuscany,Montecucco,,Kerin O’Keefe,@kerinokeefe,Amantis 2007 Riserva  (Montecucco),2007,Sangiovese,Amantis,2007
116,45781,Italy,"This gorgeous, fragrant wine opens with classic Sangiovese scents of violet, rose, perfumed red berry, new leather and a whiff of baking spice. The elegant, radiant palate delivers crushed Marasca cherry, ripe strawberry, cinnamon, black tea and a hint of pipe tobacco. Firm, ultrafine tannins and bright acidity offer an age-worthy structure and impeccable balance. It's already stunning but will evolve for decades. Drink 2020–2050.",Riserva,100,550.0,Tuscany,Brunello di Montalcino,,Kerin O’Keefe,@kerinokeefe,Biondi Santi 2010 Riserva  (Brunello di Montalcino),2010,Sangiovese,Biondi Santi,2010
117,45782,Italy,"Aromas of ripe black-skinned fruit, new leather, menthol and a whisper of blue flower unfold on this stunning, elegantly structured wine. The vibrant palate doles out ripe black cherry, cinnamon and star anise framed in firm, fine-grained tannins. Hold for even more complexity. Absolutely superb. Drink 2022–2035.",Riserva,98,190.0,Tuscany,Brunello di Montalcino,,Kerin O’Keefe,@kerinokeefe,Conti Costanti 2010 Riserva  (Brunello di Montalcino),2010,Sangiovese,Conti Costanti,2010
118,45783,Italy,"New leather, mature black-skinned fruit, tilled soil and a touch of dark spice are some of the aromas you'll find on this fantastic, full-bodied red. The big, velvety palate shows power and finesse, offering mouthfuls of juicy wild cherry, black raspberry, licorice, Mediterranean herb and a note of exotic spice framed in firm, ripe tannins. It's already balanced and delicious, but hold for more complexity. Drink 2020–2035.",Nello Riserva,98,120.0,Tuscany,Brunello di Montalcino,,Kerin O’Keefe,@kerinokeefe,Baricci 2010 Nello Riserva  (Brunello di Montalcino),2010,Sangiovese,Baricci,2010
119,45785,Italy,"Crushed berry, leather, tilled soil, blue flower and a whiff of fennel lead the nose. The ripe palate offers juicy black cherry, black raspberry, white pepper and anise alongside firm, close-grained tannins. Give this time to fully develop and reach its full potential. Drink 2022–2032.",Riserva,97,450.0,Tuscany,Brunello di Montalcino,,Kerin O’Keefe,@kerinokeefe,Poggio di Sotto 2010 Riserva  (Brunello di Montalcino),2010,Sangiovese,Poggio di Sotto,2010
120,45786,Italy,"Stunning and fragrant, this elegantly structured wine opens with a fragrance of pressed violet, perfumed red berry, leather, white pepper and a whiff of mint. The vibrant, silky palate offers black raspberry, wild cherry, cinnamon and licorice alongside firm, refined tannins and bright acidity. It's loaded with finesse and already has great depth but hold for more complexity. Drink 2018–2028.",,97,290.0,Tuscany,Brunello di Montalcino,,Kerin O’Keefe,@kerinokeefe,Poggio di Sotto 2010  Brunello di Montalcino,2010,Sangiovese,Poggio di Sotto,2010
121,45787,Italy,"Underbrush, dark-skinned berry, chopped mint and cooking spice aromas lead the way on this fabulous, structured wine. The full-bodied palate delivers a juicy core of ripe black cherry while white pepper, cinnamon, dried herb and a balsamic note provide the backdrop. Firm but refined tannins and fresh acidity provide balance and support. Drink 2018–2030.",Riserva,97,100.0,Tuscany,Brunello di Montalcino,,Kerin O’Keefe,@kerinokeefe,Gianni Brunelli 2010 Riserva  (Brunello di Montalcino),2010,Sangiovese,Gianni Brunelli,2010
122,45789,Italy,"Perfumed and elegant, this opens with enticing scents of rose, violet, fragrant berry, baking spice, tilled earth and a hint of new leather. The delicious, silky palate is loaded with finesse, offering juicy wild cherry, cinnamon, chopped mint, black tea and a note of pipe tobacco. It's already drop-dead gorgeous but will develop more complexity over the next several years. Enjoy through 2026.",,97,70.0,Tuscany,Brunello di Montalcino,,Kerin O’Keefe,@kerinokeefe,Le Potazzine 2011  Brunello di Montalcino,2011,Sangiovese,Le Potazzine,2011
123,45790,Italy,"Aromas of wild berry, forest floor, new leather, grilled herb, menthol and dark spice all come together on this full-bodied red. The structured palate is still young but shows great depth, offering mature black cherry, tobacco, clove and licorice framed in youthfully assertive tannins that give it an age-worthy structure. Drink 2022–2040.",Vigna di Pianrosso Santa Caterina d'Oro Riserva,97,140.0,Tuscany,Brunello di Montalcino,,Kerin O’Keefe,@kerinokeefe,Ciacci Piccolomini d'Aragona 2010 Vigna di Pianrosso Santa Caterina d'Oro Riserva  (Brunello di Montalcino),2010,Sangiovese,Ciacci Piccolomini d'Aragona,2010
124,45794,Italy,"Tilled soil, mature berry, menthol, leather and a suggestion of game unfold on this delicious, full-bodied red. The structured, polished palate doles out juicy Morello cherry, raspberry jam, cinnamon, chopped herb and licorice while firm, refined tannins lend finesse and a silky texture. Drink 2018–2028.",Riserva,96,89.0,Tuscany,Brunello di Montalcino,,Kerin O’Keefe,@kerinokeefe,Terralsole 2010 Riserva  (Brunello di Montalcino),2010,Sangiovese,Terralsole,2010
125,45795,Italy,"The nose is still a bit closed but eventually reveals black-skinned berry, dark spice, iris and a whiff of tilled soil. The palate is more expressive and downright delicious, offering juicy black cherry, raspberry jam, cinnamon and a touch of exotic spice. Firm, fine-grained tannins and fresh acidity provide the framework while a licorice note closes the lingering finish. Drink 2020–2032.",Riserva,96,195.0,Tuscany,Brunello di Montalcino,,Kerin O’Keefe,@kerinokeefe,Fuligni 2010 Riserva  (Brunello di Montalcino),2010,Sangiovese,Fuligni,2010
126,45796,Italy,"Forest floor, dark-skinned berry, leather and tilled earth aromas unfold in the glass. The full-bodied, elegant palate offers mature black cherry, black raspberry, ground pepper, anise and chopped mint framed in ripe, tightly packed tannins. It's young and assertive, but also balanced, with real aging potential. Drink 2020–2035.",Riserva,96,115.0,Tuscany,Brunello di Montalcino,,Kerin O’Keefe,@kerinokeefe,Padelletti 2010 Riserva  (Brunello di Montalcino),2010,Sangiovese,Padelletti,2010
127,45797,Italy,"Underbrush, truffle, pressed violet, tilled soil, eucalyptus and mature berry aromas unfold on this structured, elegant red. It is still young and primary, offering red cherry, black raspberry, menthol, licorice and dried herb alongside youthfully austere tannins that need to unwind. This will benefit from another decade of cellaring.",Riserva,96,130.0,Tuscany,Brunello di Montalcino,,Kerin O’Keefe,@kerinokeefe,Canalicchio di Sopra 2010 Riserva  (Brunello di Montalcino),2010,Sangiovese,Canalicchio di Sopra,2010
128,45801,Italy,"Consistently among Italy's top-scoring wines, this vintage of the celebrated Ornellaia (a blend of Cabernet Sauvignon, Merlot, Cabernet Franc and Petit Verdot) is a gorgeous expression of the very best of European enology. It delivers extraordinary richness, succulence and intensity, but remains elegant to the end. Aromas include black cherry, spice and dark chocolate.",Ornellaia,97,200.0,Tuscany,Bolgheri Superiore,,,,Tenuta dell'Ornellaia 2006 Ornellaia  (Bolgheri Superiore),2006,Red Blend,Tenuta dell'Ornellaia,2006
129,45811,Italy,"With its extraordinary texture, bright personality and complex medley of aromas, this is a lovely Merlot. The aromatic layers here include red cherry, earthy tones, exotic spice and cinnamon. The mouthfeel is smooth and gorgeous with delicious softness and opulent richness. Drink after 2015.",Galatrona,95,120.0,Tuscany,Toscana,,,,Fattoria Petrolo 2006 Galatrona Merlot (Toscana),2006,Merlot,Fattoria Petrolo,2006
130,45991,Italy,"Here's another stunning offering from this fantastic estate. Elegant, structured and restrained, it opens with enticing Nebbiolo scents of blue flower, perfumed berry, dark spice and a light balsamic note of eucalyptus. The luminous palate delivers juicy red cherry, raspberry, licorice and cinnamon while vibrant acidity and firm, polished tannins provide seamless support. Drink 2023–2043.",Rocche di Castiglione,97,96.0,Piedmont,Barolo,,Kerin O’Keefe,@kerinokeefe,Brovia 2013 Rocche di Castiglione  (Barolo),2013,Nebbiolo,Brovia,2013
131,45995,Italy,"Aromas of mature iris, blackberry, tobacco, crushed mint and baking spice lift out of the glass on this gorgeous Barolo. Despite the scorching heat, the Scavino made a supremely elegant wine, boasting black cherry, crushed black raspberry, menthol, star anise and ground clove framed in fine-grained, velvety tannins and fresh acidity. A gorgeous wine. Drink 2020–2031.",Rocche dell'Annunziata Riserva,96,190.0,Piedmont,Barolo,,Kerin O’Keefe,@kerinokeefe,Paolo Scavino 2011 Rocche dell'Annunziata Riserva  (Barolo),2011,Nebbiolo,Paolo Scavino,2011
132,47899,Italy,"Rich and concentrated, this gorgeous, terroir-driven wine opens with aromas of crushed blue flower, graphite, plum and pipe tobacco. The powerful but weightless palate weaves together ripe black cherry, blackberry, clove, black pepper and mineral while velvety tannins offer support. Drink 2016–2035.",Colleallodole,96,80.0,Central Italy,Montefalco Sagrantino,,Kerin O’Keefe,@kerinokeefe,Milziade Antano 2010 Colleallodole  (Montefalco Sagrantino),2010,Sagrantino,Milziade Antano,2010
133,47908,Italy,"Aromas of black cherry marinated in spirits, leather, underbrush, licorice and black pepper unfold in the glass of this sleek, powerfully structured wine. The glossy palate doles out mature black plum, blackberry, clove, nutmeg, grilled herb and mocha while a licorice note closes the lingering finish. It's still young and tightly wound with an assertive, tannic backbone. Drink 2018–2030.",25 Anni,95,100.0,Central Italy,Montefalco Sagrantino,,Kerin O’Keefe,@kerinokeefe,Arnaldo Caprai 2010 25 Anni  (Montefalco Sagrantino),2010,Sagrantino,Arnaldo Caprai,2010
134,47912,Italy,"Blue flower, moist soil, leather, game, ripe dark berry and graphite are just some of the aromas of this powerfully structured, delicious wine. The palate delivers layers of juicy black cherry, blackberry, raspberry, white pepper and clove alongside youthfully assertive but ripe tannins. Drink 2017–2030.",Sacrantino,95,60.0,Central Italy,Montefalco Sagrantino,,Kerin O’Keefe,@kerinokeefe,Cantina Fratelli Pardi 2010 Sacrantino  (Montefalco Sagrantino),2010,Sagrantino,Cantina Fratelli Pardi,2010
135,47913,Italy,"Smooth and velvety, this powerfully structured wine opens with earthy aromas of tilled soil, mature plum, game, leather and just a hint of barnyard. The ripe palate doles out layers juicy blackberry, black cherry, tobacco, nutmeg and ground black pepper alongside big, velvety tannins. Hold for complexity. Drink 2018–2035.",,95,50.0,Central Italy,Montefalco Sagrantino,,Kerin O’Keefe,@kerinokeefe,Milziade Antano 2010  Montefalco Sagrantino,2010,Sagrantino,Milziade Antano,2010
136,48374,Italy,"Mature dark berry, cake spice, baked earth, leather and a whiff of game are just some of the aromas you'll find on this impressive wine. The chewy palate offers ripe black cherry, crushed raspberry, cinnamon, white pepper and aromatic herb alongside a backbone of firm, ripe tannins and racy acidity. Drink 2019–2031.",Tre Tine,95,125.0,Piedmont,Barolo,,Kerin O’Keefe,@kerinokeefe,Giuseppe Rinaldi 2011 Tre Tine  (Barolo),2011,Nebbiolo,Giuseppe Rinaldi,2011
137,48382,Italy,"Red rose, iris, perfumed berry and baking spice emerge on this stunning, vibrant wine. The elegantly structured palate offers crushed raspberry, juicy red cherry, cinnamon and chopped herb while fresh acidity and polished tannins provide a bright, elegant framework. Drink 2018–2027.",Asili,95,200.0,Piedmont,Barbaresco,,Kerin O’Keefe,@kerinokeefe,Bruno Giacosa 2012 Asili  (Barbaresco),2012,Nebbiolo,Bruno Giacosa,2012
138,48383,Italy,"This is another impressive effort from Cogno, offering aromas of ripe dark-skinned fruit, fragrant flowers, underbrush and menthol. The firm, precise palate offers dried black cherry, cinnamon, anise, clove, cocoa and mineral set against a tannic backbone and brisk acidity. Give this time to develop even more complexity. Drink 2019–2031.",Ravera,95,76.0,Piedmont,Barolo,,Kerin O’Keefe,@kerinokeefe,Elvio Cogno 2011 Ravera  (Barolo),2011,Nebbiolo,Elvio Cogno,2011
139,48384,Italy,"You'll discover alluring aromas of baked earth, black and red berry, sweet baking spice, crushed flower, vineyard dust and a whiff of leather on this impressive wine. The delicious, powerful palate boasts juicy red cherry, black raspberry, cinnamon, anise and tobacco while firm, fine-grained tannins provide support and lend finesse.",Cerretta,95,95.0,Piedmont,Barolo,,Kerin O’Keefe,@kerinokeefe,Giovanni Rosso 2011 Cerretta  (Barolo),2011,Nebbiolo,Giovanni Rosso,2011
140,52631,Italy,"Immediately, you know you are before a great Brunello with bright fruit aromas backed by forest floor, balsam notes, bramble, blue flowers, red apple and mint. The presence of wood is all but invisible and the wine sings true to its territory and tradition. The wine's natural acidity and intensity promise a long and glorious aging future before it.",Riserva,96,400.0,Tuscany,Brunello di Montalcino,,,,Biondi Santi 2001 Riserva  (Brunello di Montalcino),2001,Sangiovese,Biondi Santi,2001
141,52633,Italy,"A liquid lullaby more than a wine, this Brunello caresses and smoothes over your senses with amazing intensity and harmonious aromas of cherry-chocolate fudge, almond paste, ginger, balsamic notes, blueberry pie, firewood and vanilla. There's a shroud of cedar and cherry fruit within the wine's unwavering structure and a seemingly endless finish.",Riserva,95,60.0,Tuscany,Brunello di Montalcino,,,,Poggio Nardone 2001 Riserva  (Brunello di Montalcino),2001,Sangiovese,Poggio Nardone,2001
142,52634,Italy,"This is a fabulous late harvest tour de force blend of Chardonnay, Pinot Bianco, Pinot Grigio and aromatic Traminer that sees some new oak for extra depth and dimension. The trick here is that fruit comes from a high altitude vineyard so you get bright, crisp acidity beyond those syrupy sweet tones of peach, apricot, marzipan, dried mint and natural rubber. The wine leaves the palate very clean, yet its sweet flavors last a long, long time.",Castello di Pomino Vendemmia Tardiva,95,30.0,Tuscany,Tuscany,,,,Marchesi de' Frescobaldi 2003 Castello di Pomino Vendemmia Tardiva White (Tuscany),2003,White Blend,Marchesi de' Frescobaldi,2003
143,52885,Italy,"Fermented and aged in clay amphorae, this dark, delicious wine opens with earthy aromas of tilled soil, ripe black-skinned fruit, Alpine herbs and a whiff of pine. The concentrated yet almost weightless palate doles out juicy black cherry, blackberry, mineral and anise alongside silky, smooth tannins. The purity of the fruit is striking.",Morei,95,50.0,Northeastern Italy,Vigneti delle Dolomiti,,Kerin O’Keefe,@kerinokeefe,Foradori 2012 Morei Teroldego (Vigneti delle Dolomiti),2012,Teroldego,Foradori,2012
