ProductId;Country;Score;DealerPrice;Markup;ListPrice;Province;Region_1;Region_2;Title;Vintage;Variety;Winery;Year
13475;Italy;93;34;1.3;45.0;Sicily & Sardinia;Etna;;Terrazze dell'Etna 2010 Cirneco  (Etna);2010;Nerello Mascalese;Terrazze dell'Etna;2010
13489;Italy;93;21;1.3;28.0;Sicily & Sardinia;Etna;;Fattorie Romeo del Castello 2014 Allegracore  (Etna);2014;Red Blend;Fattorie Romeo del Castello;2014
13529;Italy;92;46;1.3;60.0;Southern Italy;Taurasi;;Donnachiara 2007 Riserva  (Taurasi);2007;Aglianico;Donnachiara;2007
13540;Italy;92;34;1.3;45.0;Southern Italy;Aglianico del Vulture;;Bisceglia 2005 Gudarrà Riserva  (Aglianico del Vulture);2005;Aglianico;Bisceglia;2005
13541;Italy;92;34;1.3;45.0;Southern Italy;Aglianico del Vulture;;Cantine del Notaio 2008 La Firma  (Aglianico del Vulture);2008;Aglianico;Cantine del Notaio;2008
13628;Italy;91;11;1.3;15.0;Northeastern Italy;Colli Trevigiani;;Mongarda NV Col Fondo Glera (Colli Trevigiani);;Glera;Mongarda;
13629;Italy;91;33;1.3;43.0;Veneto;Recioto di Soave Classico;;Coffele 2015 Le Sponde  (Recioto di Soave Classico);2015;Garganega;Coffele;2015
13699;Italy;90;25;1.4;35.0;Central Italy;Verdicchio dei Castelli di Jesi Classico Superiore;;Umani Ronchi 2011 Casal di Serra Vecchie Vigne  (Verdicchio dei Castelli di Jesi Classico Superiore);2011;Verdicchio;Umani Ronchi;2011
13715;Italy;90;46;1.4;65.0;Central Italy;Rosso Piceno;;Bucci 2008 Villa Bucci Rosso  (Rosso Piceno);2008;Red Blend;Bucci;2008
13716;Italy;90;15;1.4;22.0;Central Italy;Verdicchio dei Castelli di Jesi Classico Superiore;;Bucci 2012  Verdicchio dei Castelli di Jesi Classico Superiore;2012;Verdicchio;Bucci;2012
13721;Italy;90;18;1.4;26.0;Central Italy;Verdicchio dei Castelli di Jesi Classico Superiore;;Montecappone 2012 Federico II A.D. 1194  (Verdicchio dei Castelli di Jesi Classico Superiore);2012;Verdicchio;Montecappone;2012
13896;Italy;91;35;1.3;46.0;Sicily & Sardinia;Terre Siciliane;;Occhipinti 2014 Frappato (Terre Siciliane);2014;Frappato;Occhipinti;2014
13986;Italy;94;34;1.35;46.0;Veneto;Valdobbiadene Superiore di Cartizze;;Bisol 2012 Private Non Dosato  (Valdobbiadene Superiore di Cartizze);2012;Glera;Bisol;2012
14116;Italy;92;73;1.3;95.0;Piedmont;Barolo;;Azelia 2013 Margheria  (Barolo);2013;Nebbiolo;Azelia;2013
14189;Italy;90;32;1.4;46.0;Piedmont;Barbaresco;;Sarotto 2009 Currà Riserva  (Barbaresco);2009;Nebbiolo;Sarotto;2009
14191;Italy;90;42;1.4;60.0;Piedmont;Barolo;;Tenuta L'Illuminata 2010 Tebavio  (Barolo);2010;Nebbiolo;Tenuta L'Illuminata;2010
14196;Italy;90;28;1.4;40.0;Piedmont;Barbaresco;;Bera 2009 Riserva  (Barbaresco);2009;Nebbiolo;Bera;2009
14309;Italy;92;37;1.3;49.0;Tuscany;Vino Nobile di Montepulciano;;Contucci 2012 Pietra Rossa  (Vino Nobile di Montepulciano);2012;Red Blend;Contucci;2012
14313;Italy;92;21;1.3;28.0;Tuscany;Vino Nobile di Montepulciano;;Salcheto 2013  Vino Nobile di Montepulciano;2013;Sangiovese;Salcheto;2013
14315;Italy;92;51;1.3;67.0;Tuscany;Brunello di Montalcino;;Tenuta La Fuga 2012  Brunello di Montalcino;2012;Sangiovese;Tenuta La Fuga;2012
14316;Italy;92;38;1.3;50.0;Tuscany;Toscana;;Tenuta Sette Cieli 2013 Indaco Red (Toscana);2013;Red Blend;Tenuta Sette Cieli;2013
14317;Italy;92;52;1.3;68.0;Tuscany;Brunello di Montalcino;;Terralsole 2012  Brunello di Montalcino;2012;Sangiovese;Terralsole;2012
14319;Italy;92;41;1.3;54.0;Tuscany;Brunello di Montalcino;;Villa Poggio Salvi 2012  Brunello di Montalcino;2012;Sangiovese;Villa Poggio Salvi;2012
14333;Italy;92;39;1.3;51.0;Tuscany;Brunello di Montalcino;;Abbadia Ardenga 2012  Brunello di Montalcino;2012;Sangiovese;Abbadia Ardenga;2012
14336;Italy;92;38;1.3;50.0;Tuscany;Vino Nobile di Montepulciano;;Antico Colle 2012 Il Saggio Riserva  (Vino Nobile di Montepulciano);2012;Sangiovese;Antico Colle;2012
14358;Italy;94;85;1.35;115.0;Tuscany;Brunello di Montalcino;;Poggio Antico 2004 Altero  (Brunello di Montalcino);2004;Sangiovese Grosso;Poggio Antico;2004
14443;Italy;91;35;1.3;46.0;Northeastern Italy;Colli Orientali del Friuli;;La Tunella 2011 Col Matìss Sauvignon (Colli Orientali del Friuli);2011;Sauvignon;La Tunella;2011
14444;Italy;91;26;1.3;35.0;Northeastern Italy;Alto Adige;;Manincor 2010 Sophie White (Alto Adige);2010;White Blend;Manincor;2010
14464;Italy;91;65;1.3;85.0;Northeastern Italy;Venezia Giulia;;Vodopivec 2006 Classica Vitovska (Venezia Giulia);2006;Vitovska;Vodopivec;2006
14587;Italy;;;;;;;;;;;;
14600;Italy;94;47;1.35;64.0;Piedmont;Barbaresco;;Sottimano 2005 Fausoni  (Barbaresco);2005;Nebbiolo;Sottimano;2005
14607;Italy;;;;;;;;;;;;
14611;Italy;91;30;1.3;40.0;Tuscany;Chianti Classico;;Tenuta di Lilliano 2010 Gran Selezione  (Chianti Classico);2010;Red Blend;Tenuta di Lilliano;2010
14616;Italy;91;13;1.3;18.0;Tuscany;Vino Nobile di Montepulciano;;Antico Colle 2011  Vino Nobile di Montepulciano;2011;Sangiovese;Antico Colle;2011
14630;Italy;90;39;1.4;55.0;Tuscany;Chianti Classico;;Luiano 2011 Ottantuno Gran Selezione  (Chianti Classico);2011;Red Blend;Luiano;2011
14633;Italy;90;25;1.4;35.0;Tuscany;Toscana;;Carpineto 2009 Farnito Cabernet Sauvignon (Toscana);2009;Cabernet Sauvignon;Carpineto;2009
14664;Italy;92;29;1.3;38.0;Southern Italy;Taurasi;;Feudi di San Gregorio 2008  Taurasi;2008;Aglianico;Feudi di San Gregorio;2008
14678;Italy;92;35;1.3;46.0;Southern Italy;Campania;;Feudi di San Gregorio 2008 Sirica Red (Campania);2008;Red Blend;Feudi di San Gregorio;2008
14679;Italy;92;25;1.3;33.0;Southern Italy;Irpinia;;Feudi di San Gregorio 2010 Campanaro White (Irpinia);2010;White Blend;Feudi di San Gregorio;2010
14681;Italy;92;92;1.3;120.0;Southern Italy;Irpinia;;Di Meo 2004 Don Generoso Aglianico (Irpinia);2004;Aglianico;Di Meo;2004
14685;Italy;92;61;1.3;80.0;Southern Italy;Campania;;Montevetrano 2009 Montevetrano Red (Campania);2009;Red Blend;Montevetrano;2009
14687;Italy;92;32;1.3;42.0;Southern Italy;Aglianico del Vulture;;Basilisco 2009 Basilisco  (Aglianico del Vulture);2009;Aglianico;Basilisco;2009
14740;Italy;90;22;1.4;32.0;Northeastern Italy;Isonzo del Friuli;;Borgo San Daniele 2015 Pinot Grigio (Isonzo del Friuli);2015;Pinot Grigio;Borgo San Daniele;2015
14778;Italy;91;21;1.3;28.0;Northeastern Italy;Alto Adige;;Elena Walch 2015 Castel Ringberg Sauvignon (Alto Adige);2015;Sauvignon;Elena Walch;2015
14793;Italy;91;30;1.3;40.0;Northeastern Italy;Alto Adige;;St. Pauls 2015 Passion Sauvignon (Alto Adige);2015;Sauvignon;St. Pauls;2015
14794;Italy;91;61;1.3;80.0;Tuscany;Brunello di Montalcino;;Tenuta Buon Tempo 2012 p. 56  (Brunello di Montalcino);2012;Sangiovese;Tenuta Buon Tempo;2012
14796;Italy;91;53;1.3;70.0;Northeastern Italy;Alto Adige;;Terlan 2013 Porphyr Riserva Lagrein (Alto Adige);2013;Lagrein;Terlan;2013
14799;Italy;91;30;1.3;40.0;Northeastern Italy;Alto Adige;;Tiefenbrunner 2015 Feldmarschall Müller-Thurgau (Alto Adige);2015;Müller-Thurgau;Tiefenbrunner;2015
14855;Italy;90;28;1.4;40.0;Sicily & Sardinia;Etna;;Graci 2012 Arcurìa Bianco  (Etna);2012;White Blend;Graci;2012
14858;Italy;90;20;1.4;28.0;Sicily & Sardinia;Etna;;Vivera 2011 Salisire Bianco  (Etna);2011;Carricante;Vivera;2011
14859;Italy;90;22;1.4;32.0;Sicily & Sardinia;Terre Siciliane;;Wiegner 2012 Elisena White (Terre Siciliane);2012;White Blend;Wiegner;2012
14940;Italy;91;13;1.3;17.0;Lombardy;Lugana;;Marangona 2016  Lugana;2016;Turbiana;Marangona;2016
14949;Italy;91;20;1.3;27.0;Southern Italy;Greco di Tufo;;Cantine di Marzo 2015 Franciscus  (Greco di Tufo);2015;Greco;Cantine di Marzo;2015
14998;Italy;91;10;1.3;13.0;Northeastern Italy;Vigneti delle Dolomiti;;Tiefenbrunner 2016 Pinot Grigio (Vigneti delle Dolomiti);2016;Pinot Grigio;Tiefenbrunner;2016
15002;Italy;91;35;1.3;46.0;Northeastern Italy;Collio;;Primosic 2011 Klin White (Collio);2011;White Blend;Primosic;2011
15133;Italy;93;35;1.3;46.0;Southern Italy;Taurasi;;Antonio Caggiano 2013 Vigna Machia dei Goti  (Taurasi);2013;Aglianico;Antonio Caggiano;2013
15138;Italy;93;42;1.3;55.0;Southern Italy;Taurasi;;Donnachiara 2012 Riserva  (Taurasi);2012;Aglianico;Donnachiara;2012
15141;Italy;93;20;1.3;26.0;Tuscany;Carmignano;;Fattoria Ambra 2012 Elzana Riserva  (Carmignano);2012;Red Blend;Fattoria Ambra;2012
15144;Italy;93;30;1.3;39.0;Sicily & Sardinia;Passito di Pantelleria;;Donnafugata 2013 Ben Ryé  (Passito di Pantelleria);2013;Zibibbo;Donnafugata;2013
15156;Italy;93;17;1.3;23.0;Tuscany;Vernaccia di San Gimignano;;Tenuta Le Calcinaie 2013 Vigna ai Sassi Riserva  (Vernaccia di San Gimignano);2013;Vernaccia;Tenuta Le Calcinaie;2013
15203;Italy;94;51;1.35;69.0;Tuscany;Chianti Classico;;Volpaia 2012 Coltassala Riserva  (Chianti Classico);2012;Red Blend;Volpaia;2012
15246;Italy;93;36;1.3;48.0;Piedmont;Barolo;;Cordero di Montezemolo 2012 Monfalletto  (Barolo);2012;Nebbiolo;Cordero di Montezemolo;2012
15297;Italy;90;214;1.4;300.0;Tuscany;Toscana;;Tua Rita 2013 Per Sempre Syrah (Toscana);2013;Syrah;Tua Rita;2013
15298;Italy;90;20;1.4;28.0;Tuscany;Toscana;;Tua Rita 2013 Perlato del Bosco Sangiovese (Toscana);2013;Sangiovese;Tua Rita;2013
15423;Italy;90;45;1.4;64.0;Veneto;Amarone della Valpolicella Classico;;San Rustico 2010 Gaso  (Amarone della Valpolicella Classico);2010;Red Blend;San Rustico;2010
15424;Italy;90;32;1.4;46.0;Veneto;Amarone della Valpolicella;;Tenuta Sant'Antonio 2007 Lilium Est Riserva  (Amarone della Valpolicella);2007;Red Blend;Tenuta Sant'Antonio;2007
15430;Italy;90;32;1.4;45.0;Veneto;Amarone della Valpolicella Classico;;David Sterza 2012  Amarone della Valpolicella Classico;2012;Red Blend;David Sterza;2012
15443;Italy;90;53;1.4;75.0;Veneto;Amarone della Valpolicella Classico;;Masi 2008 Serego Alighieri Vaio Armaron  (Amarone della Valpolicella Classico);2008;Red Blend;Masi;2008
15446;Italy;90;28;1.4;40.0;Veneto;Amarone della Valpolicella;;Pasqua 2012 Famiglia Pasqua  (Amarone della Valpolicella);2012;Red Blend;Pasqua;2012
15454;Italy;93;38;1.3;50.0;Tuscany;Brunello di Montalcino;;Il Grappolo 2010  Brunello di Montalcino;2010;Sangiovese;Il Grappolo;2010
15461;Italy;93;83;1.3;108.0;Tuscany;Bolgheri Superiore;;Grattamacco 2011  Bolgheri Superiore;2011;Red Blend;Grattamacco;2011
15465;Italy;93;35;1.3;46.0;Tuscany;Brunello di Montalcino;;Mastrojanni 2010  Brunello di Montalcino;2010;Sangiovese;Mastrojanni;2010
15466;Italy;93;56;1.3;74.0;Tuscany;Brunello di Montalcino;;Pecci Celestino 2010  Brunello di Montalcino;2010;Sangiovese;Pecci Celestino;2010
15467;Italy;93;38;1.3;50.0;Tuscany;Brunello di Montalcino;;San Giacomo 2010  Brunello di Montalcino;2010;Sangiovese;San Giacomo;2010
15523;Italy;93;53;1.3;70.0;Veneto;Amarone della Valpolicella Classico;;Novaia 2010 Corte Vaona  (Amarone della Valpolicella Classico);2010;Red Blend;Novaia;2010
15552;Italy;94;33;1.35;45.0;Piedmont;Gattinara;;Travaglini 2008 Riserva  (Gattinara);2008;Nebbiolo;Travaglini;2008
15563;Italy;94;51;1.35;70.0;Piedmont;Barolo;;Sordo 2010 Ravera  (Barolo);2010;Nebbiolo;Sordo;2010
15566;Italy;94;122;1.35;165.0;Piedmont;Barolo;;Borgogno 2009 Cannubi  (Barolo);2009;Nebbiolo;Borgogno;2009
15571;Italy;92;23;1.3;30.0;Tuscany;Chianti Classico;;Castello di Fonterutoli 2012 Ser Lapo Riserva  (Chianti Classico);2012;Red Blend;Castello di Fonterutoli;2012
15579;Italy;92;50;1.3;65.0;Tuscany;Vino Nobile di Montepulciano;;Montemercurio 2009 Damo  (Vino Nobile di Montepulciano);2009;Red Blend;Montemercurio;2009
15594;Italy;92;20;1.3;26.0;Tuscany;Chianti Classico;;Felsina 2013 Berardenga  (Chianti Classico);2013;Red Blend;Felsina;2013
15624;Italy;92;76;1.3;99.0;Veneto;Amarone della Valpolicella Classico;;Tedeschi 2008 Capitel Monte Olmi  (Amarone della Valpolicella Classico);2008;Red Blend;Tedeschi;2008
15629;Italy;92;65;1.3;85.0;Veneto;Amarone della Valpolicella Classico;;Allegrini 2009  Amarone della Valpolicella Classico;2009;Red Blend;Allegrini;2009
15639;Italy;92;30;1.3;40.0;Veneto;Amarone della Valpolicella;;Sartori 2010 Estate Collection  (Amarone della Valpolicella);2010;Red Blend;Sartori;2010
15644;Italy;92;126;1.3;165.0;Veneto;Amarone della Valpolicella Classico;;Masi 2006 Campolongo di Torbe  (Amarone della Valpolicella Classico);2006;Red Blend;Masi;2006
15645;Italy;92;50;1.3;65.0;Veneto;Amarone della Valpolicella Classico;;Novaia 2009 Corte Vaona  (Amarone della Valpolicella Classico);2009;Red Blend;Novaia;2009
15678;Italy;92;38;1.3;50.0;Sicily & Sardinia;Etna;;Benanti 2010  Etna;2010;Nerello Cappuccio;Benanti;2010
15752;Italy;91;35;1.3;46.0;Central Italy;Montefalco Sagrantino;;Cantina Fratelli Pardi 2013  Montefalco Sagrantino;2013;Sagrantino;Cantina Fratelli Pardi;2013
15790;Italy;94;25;1.35;35.0;Southern Italy;Fiano di Avellino;;Villa Raiano 2013 Alimata  (Fiano di Avellino);2013;Fiano;Villa Raiano;2013
15864;Italy;90;27;1.4;38.0;Veneto;Soave Classico;;Gini 2013 Salvarenza Vecchie Vigne  (Soave Classico);2013;Garganega;Gini;2013
15925;Italy;91;29;1.3;38.0;Northeastern Italy;Trento;;Ferrari 2007 Perlé Chardonnay (Trento);2007;Chardonnay;Ferrari;2007
15933;Italy;91;70;1.3;92.0;Veneto;Amarone della Valpolicella Classico;;Le Salette 2011 La Marega  (Amarone della Valpolicella Classico);2011;Red Blend;Le Salette;2011
15939;Italy;90;37;1.4;52.0;Northeastern Italy;Trento;;Maso Martis 2007 Brut Riserva Sparkling (Trento);2007;Sparkling Blend;Maso Martis;2007
15940;Italy;90;37;1.4;52.0;Northeastern Italy;Trento;;Maso Martis 2009 Dosaggiozero Riserva Sparkling (Trento);2009;Sparkling Blend;Maso Martis;2009
15946;Italy;90;28;1.4;40.0;Italy Other;Vino Spumante;;Rivetti Massimo 2008 Duemilaotto Metodo Classico Red (Vino Spumante);2008;Red Blend;Rivetti Massimo;2008
16130;Italy;93;35;1.3;46.0;Piedmont;Barbaresco;;Musso 2009 Pora  (Barbaresco);2009;Nebbiolo;Musso;2009
16134;Italy;93;38;1.3;50.0;Piedmont;Barolo;;Gianni Gagliardo 2008  Barolo;2008;Nebbiolo;Gianni Gagliardo;2008
16142;Italy;93;66;1.3;86.0;Piedmont;Barolo;;Damilano 2008 Liste  (Barolo);2008;Nebbiolo;Damilano;2008
16146;Italy;93;35;1.3;46.0;Piedmont;Barolo;;Viberti 2006 San Pietro Riserva  (Barolo);2006;Nebbiolo;Viberti;2006
16154;Italy;92;53;1.3;70.0;Piedmont;Barolo;;Negretti 2005 Bricco Ambrogio  (Barolo);2005;Nebbiolo;Negretti;2005
16155;Italy;92;30;1.3;40.0;Piedmont;Barbaresco;;Elvio Cogno 2008 Bordini  (Barbaresco);2008;Nebbiolo;Elvio Cogno;2008
16157;Italy;92;57;1.3;75.0;Piedmont;Barolo;;Beni di Batasiolo 2007 Vigneto Cerequio  (Barolo);2007;Nebbiolo;Beni di Batasiolo;2007
16162;Italy;93;26;1.3;35.0;Southern Italy;Fiano di Avellino;;Villa Raiano 2014 Ventidue  (Fiano di Avellino);2014;Fiano;Villa Raiano;2014
16163;Italy;93;42;1.3;55.0;Northeastern Italy;Collio;;Villa Russiz 2015 De La Tour Sauvignon (Collio);2015;Sauvignon;Villa Russiz;2015
16169;Italy;93;18;1.3;24.0;Lombardy;Lugana;;Tenuta Roveglia 2014 Vigne di Catullo Riserva  (Lugana);2014;Turbiana;Tenuta Roveglia;2014
16203;Italy;90;20;1.4;28.0;Southern Italy;Fiano di Avellino;;Pietracupa 2012  Fiano di Avellino;2012;Fiano;Pietracupa;2012
16210;Italy;90;20;1.4;29.0;Sicily & Sardinia;Etna;;Destro 2012 Isolanuda  (Etna);2012;White Blend;Destro;2012
16316;Italy;94;42;1.35;58.0;Piedmont;Barbaresco;;Produttori del Barbaresco 2011 Montestefano Riserva  (Barbaresco);2011;Nebbiolo;Produttori del Barbaresco;2011
16319;Italy;94;31;1.35;42.0;Piedmont;Gattinara;;Travaglini 2010 Tre Vigne  (Gattinara);2010;Nebbiolo;Travaglini;2010
16364;Italy;92;13;1.3;18.0;Central Italy;Lambrusco di Sorbara;;Cavicchioli 2016 Vigna del Cristo  (Lambrusco di Sorbara);2016;Lambrusco di Sorbara;Cavicchioli;2016
16383;Italy;92;45;1.3;59.0;Piedmont;Barolo;;Bric Cenciurio 2013 Coste di Rose  (Barolo);2013;Nebbiolo;Bric Cenciurio;2013
16387;Italy;92;33;1.3;44.0;Piedmont;Barbaresco;;Cigliuti 2013 Serraboella  (Barbaresco);2013;Nebbiolo;Cigliuti;2013
16492;Italy;93;73;1.3;95.0;Veneto;Veronese;;Allegrini 2012 La Poja Corvina (Veronese);2012;Corvina;Allegrini;2012
16493;Italy;93;72;1.3;94.0;Veneto;Amarone della Valpolicella Classico;;Vigneti Villabella 2006 Fracastoro Riserva  (Amarone della Valpolicella Classico);2006;Red Blend;Vigneti Villabella;2006
16500;Italy;93;61;1.3;80.0;Veneto;Amarone della Valpolicella Classico;;Fumanelli 2011  Amarone della Valpolicella Classico;2011;Red Blend;Fumanelli;2011
16507;Italy;93;192;1.3;250.0;Veneto;Amarone della Valpolicella Classico;;Tedeschi 2011 La Fabriseria Riserva  (Amarone della Valpolicella Classico);2011;Red Blend;Tedeschi;2011
16576;Italy;92;53;1.3;70.0;Tuscany;Colli della Toscana Centrale;;Castello di Querceto 2008 Il Sole di Alessandro Cabernet Sauvignon (Colli della Toscana Centrale);2008;Cabernet Sauvignon;Castello di Querceto;2008
16587;Italy;92;30;1.3;39.0;Tuscany;Cortona;;La Braccesca 2008 Bramasole Syrah (Cortona);2008;Syrah;La Braccesca;2008
16596;Italy;92;23;1.3;30.0;Tuscany;Toscana;;Renieri 2009 Re di Renieri Red (Toscana);2009;Red Blend;Renieri;2009
16629;Italy;93;30;1.3;39.0;Piedmont;Barbaresco;;Michele Chiarlo 2012 Reyna  (Barbaresco);2012;Nebbiolo;Michele Chiarlo;2012
16636;Italy;93;57;1.3;75.0;Piedmont;Barolo;;Rivetto 2011 del Comune di Serralunga d'Alba  (Barolo);2011;Nebbiolo;Rivetto;2011
16641;Italy;93;34;1.3;45.0;Piedmont;Barolo;;Fontanafredda 2011 del Comune di Serralunga d'Alba  (Barolo);2011;Nebbiolo;Fontanafredda;2011
16642;Italy;93;107;1.3;140.0;Piedmont;Barolo;;Massolino 2009 Vigna Rionda Riserva  (Barolo);2009;Nebbiolo;Massolino;2009
16643;Italy;93;76;1.3;99.0;Piedmont;Barolo;;Massolino 2011 Margheria  (Barolo);2011;Nebbiolo;Massolino;2011
16646;Italy;93;76;1.3;100.0;Piedmont;Barolo;;Paolo Scavino 2011 Cannubi  (Barolo);2011;Nebbiolo;Paolo Scavino;2011
16722;Italy;90;14;1.4;20.0;Northeastern Italy;;;Castelvecchio 2015 Sauvignon;2015;Sauvignon;Castelvecchio;2015
16961;Italy;90;25;1.4;35.0;Northeastern Italy;Collio;;Russiz Superiore 2006 Riserva Sauvignon (Collio);2006;Sauvignon;Russiz Superiore;2006
16998;Italy;92;35;1.3;46.0;Piedmont;Barolo;;Monchiero 2005 Rocche  (Barolo);2005;Nebbiolo;Monchiero;2005
16999;Italy;92;53;1.3;69.0;Piedmont;Barbaresco;;Pelissero 2006 Tulin  (Barbaresco);2006;Nebbiolo;Pelissero;2006
17003;Italy;92;35;1.3;46.0;Piedmont;Barolo;;Coppo 2005  Barolo;2005;Nebbiolo;Coppo;2005
17004;Italy;92;57;1.3;75.0;Piedmont;Barolo;;Cordero di Montezemolo 2005 Bricco Gattera  (Barolo);2005;Nebbiolo;Cordero di Montezemolo;2005
17005;Italy;92;66;1.3;87.0;Piedmont;Barolo;;Damilano 2004 Cannubi  (Barolo);2004;Nebbiolo;Damilano;2004
17006;Italy;92;65;1.3;85.0;Piedmont;Barolo;;Damilano 2005 Liste  (Barolo);2005;Nebbiolo;Damilano;2005
17008;Italy;92;35;1.3;46.0;Piedmont;Barolo;;Elio Altare 2004  Barolo;2004;Nebbiolo;Elio Altare;2004
17011;Italy;92;60;1.3;79.0;Piedmont;Barolo;;Cascina Bongiovanni 2005 Pernanno  (Barolo);2005;Nebbiolo;Cascina Bongiovanni;2005
17012;Italy;92;35;1.3;46.0;Piedmont;Barbaresco;;Vietti 2005 Masseria  (Barbaresco);2005;Nebbiolo;Vietti;2005
17014;Italy;92;53;1.3;70.0;Piedmont;Barolo;;Giacosa Fratelli 2004 Vigna Mandorlo  (Barolo);2004;Nebbiolo;Giacosa Fratelli;2004
17018;Italy;92;76;1.3;99.0;Piedmont;Barbaresco;;Pelissero 2006 Vanotu  (Barbaresco);2006;Nebbiolo;Pelissero;2006
17022;Italy;90;16;1.4;23.0;Piedmont;Coste della Sesia;;Le Pianelle 2013 Al Posto dei Fiori Rosato Red (Coste della Sesia);2013;Red Blend;Le Pianelle;2013
17023;Italy;90;53;1.4;75.0;Piedmont;Barolo;;Dosio 2012 Serradenari Fossati  (Barolo);2012;Nebbiolo;Dosio;2012
17082;Italy;92;34;1.3;45.0;Lombardy;Franciacorta;;Barone Pizzini 2011 Naturae Sparkling (Franciacorta);2011;Sparkling Blend;Barone Pizzini;2011
17085;Italy;92;23;1.3;30.0;Veneto;Valdobbiadene Prosecco Superiore;;Ca' dei Zago 2013 Dosaggio Zero  (Valdobbiadene Prosecco Superiore);2013;Glera;Ca' dei Zago;2013
17277;Italy;94;34;1.35;46.0;Veneto;Amarone della Valpolicella Classico;;Quintarelli 2003  Amarone della Valpolicella Classico;2003;Corvina, Rondinella, Molinara;Quintarelli;2003
17279;Italy;94;162;1.35;220.0;Veneto;Amarone della Valpolicella;;Aldegheri 1995  Amarone della Valpolicella;1995;Corvina, Rondinella, Molinara;Aldegheri;1995
17286;Italy;94;59;1.35;80.0;Veneto;Amarone della Valpolicella Classico;;Speri 2008 Vigneto Monte Sant'Urbano  (Amarone della Valpolicella Classico);2008;Corvina, Rondinella, Molinara;Speri;2008
17295;Italy;94;66;1.35;90.0;Veneto;Amarone della Valpolicella Classico;;Cesari 2006 Il Bosco  (Amarone della Valpolicella Classico);2006;Corvina, Rondinella, Molinara;Cesari;2006
17303;Italy;93;67;1.3;88.0;Veneto;Amarone della Valpolicella Classico;;Nicolis 2006 Ambrosan  (Amarone della Valpolicella Classico);2006;Corvina, Rondinella, Molinara;Nicolis;2006
17329;Italy;90;14;1.4;20.0;Tuscany;Chianti Classico;;Badia a Coltibuono 2013  Chianti Classico;2013;Red Blend;Badia a Coltibuono;2013
17333;Italy;90;11;1.4;16.0;Tuscany;Rosso di Montepulciano;;Casale Daviddi 2014  Rosso di Montepulciano;2014;Red Blend;Casale Daviddi;2014
17334;Italy;90;17;1.4;25.0;Tuscany;Chianti Classico;;Castello Vicchiomaggio 2013 Agostino Petri  (Chianti Classico);2013;Red Blend;Castello Vicchiomaggio;2013
17343;Italy;90;22;1.4;32.0;Tuscany;Chianti Classico;;Nittardi 2013 Vigna Doghessa  (Chianti Classico);2013;Sangiovese;Nittardi;2013
17346;Italy;90;21;1.4;30.0;Tuscany;Chianti Classico;;Quercia al Poggio 2011  Chianti Classico;2011;Red Blend;Quercia al Poggio;2011
17352;Italy;90;28;1.4;40.0;Tuscany;Chianti Classico;;Istine 2013 Vigna Istine  (Chianti Classico);2013;Sangiovese;Istine;2013
17657;Italy;92;19;1.3;25.0;Northeastern Italy;Friuli Aquileia;;Tenuta Cà Bolani 2013 Aquilis Sauvignon (Friuli Aquileia);2013;Sauvignon;Tenuta Cà Bolani;2013
17676;Italy;92;22;1.3;29.0;Lombardy;Lugana;;Cà Lojera 2012 Riserva del Lupo  (Lugana);2012;Turbiana;Cà Lojera;2012
17732;Italy;94;76;1.35;103.0;Piedmont;Barolo;;Elvio Cogno 2007 Bricco Pernice  (Barolo);2007;Nebbiolo;Elvio Cogno;2007
17748;Italy;94;78;1.35;106.0;Piedmont;Barolo;;Elvio Cogno 2006 Vigna Elena Riserva  (Barolo);2006;Nebbiolo;Elvio Cogno;2006
17751;Italy;94;71;1.35;96.0;Piedmont;Barolo;;Rivetto 2007 Leon Riserva  (Barolo);2007;Nebbiolo;Rivetto;2007
17990;Italy;94;25;1.35;35.0;Northeastern Italy;Collio;;Borgo del Tiglio 2015 Friulano (Collio);2015;Friulano;Borgo del Tiglio;2015
18002;Italy;92;35;1.3;46.0;Piedmont;Barbaresco;;Massimo Penna 2008 Sorì Sartù  (Barbaresco);2008;Nebbiolo;Massimo Penna;2008
18003;Italy;92;43;1.3;57.0;Piedmont;Barbaresco;;Rizzi 2008 Pajoré  (Barbaresco);2008;Nebbiolo;Rizzi;2008
18004;Italy;92;35;1.3;46.0;Piedmont;Barolo;;Franco Conterno 2005 Bussia Munie Riserva  (Barolo);2005;Nebbiolo;Franco Conterno;2005
18005;Italy;92;35;1.3;46.0;Piedmont;Barolo;;Germano Ettore 2007 Cerretta  (Barolo);2007;Nebbiolo;Germano Ettore;2007
18006;Italy;92;23;1.3;31.0;Piedmont;Barolo;;Giovanni Rosso 2007 Serralunga  (Barolo);2007;Nebbiolo;Giovanni Rosso;2007
18007;Italy;92;33;1.3;44.0;Piedmont;Barolo;;Guido Porro 2007 Vigna Lazzairasco  (Barolo);2007;Nebbiolo;Guido Porro;2007
18008;Italy;92;35;1.3;46.0;Piedmont;Barolo;;Agostino Bosco 2007 Neirane  (Barolo);2007;Nebbiolo;Agostino Bosco;2007
18011;Italy;92;35;1.3;46.0;Piedmont;Barolo;;Cantine Gemma 2007  Barolo;2007;Nebbiolo;Cantine Gemma;2007
18016;Italy;92;35;1.3;46.0;Piedmont;Barbaresco;;La Ganghija 2008  Barbaresco;2008;Nebbiolo;La Ganghija;2008
